Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
261-12-8671,B,Abuja,Normal,Female,Fashion accessories,21945.602700484254,1.9989401194810388,2194.5768619919513,46085.761218260515,1/25/2019,19:39,Card,43891.21324448261,4.764491772138168,2194.5685872352515,4.895793286376541
585-11-6748,B,Abuja,Member,Male,Sports and travel,34848.00050094802,3.0091006634032498,5227.195021914375,109771.18718950766,3/15/2019,13:05,Cash,104543.99649492255,4.775792732297085,5227.195206172387,5.28254793213502
511-54-3087,B,Abuja,Normal,Male,Sports and travel,31842.00761343893,1.013298844338603,1592.117834113246,33434.08926264264,2/25/2019,16:36,Card,31841.998032012096,4.76224383283384,1592.0922823603848,9.503907765743906
624-01-8356,B,Abuja,Normal,Female,Home and lifestyle,17643.57835305201,10.00660995680676,8821.815181021955,185257.78588416532,1/27/2019,10:44,Card,176436.00352376123,4.753972372788043,8821.823596726108,4.193849189686171
134-54-4720,B,Abuja,Normal,Female,Electronic accessories,15271.18885773745,8.015124689731849,6108.504236085446,128278.09297723822,1/30/2019,13:58,Epay,122169.60309499408,4.775203990281934,6108.488121217481,5.704130824711191
640-49-2076,B,Abuja,Normal,Male,Sports and travel,30160.79546488013,8.017681683618864,12064.335424512017,253350.71499813136,1/10/2019,14:49,Cash,241286.40659822492,4.774134047755067,12064.329259574712,5.105483503799522
725-32-9708,B,Abuja,Member,Female,Fashion accessories,24735.602451099145,3.999719671197893,4947.129483835915,103889.52518157737,1/4/2019,19:01,Cash,98942.39747810105,4.762430682808725,4947.097616126077,4.089565104515475
695-09-5146,B,Abuja,Member,Female,Food and beverages,35564.3920721806,2.9873881355863157,5334.651864901751,112027.85395895762,2/23/2019,20:00,Epay,106693.1870193844,4.7435661058713965,5334.658325547829,6.398524676785195
830-58-2383,B,Abuja,Normal,Male,Home and lifestyle,11430.001639680944,3.99836420971426,2286.0071113131953,48006.014112641984,2/8/2019,15:26,Cash,45719.9907758485,4.75733836042369,2286.0022633386147,8.60223904132726
210-57-1719,B,Abuja,Normal,Female,Health and beauty,20966.40561119548,9.020541607894609,9434.886457708684,198132.48144234574,2/5/2019,12:34,Cash,188697.59658466166,4.77092122827354,9434.881382282683,9.714257597351626
836-82-5858,B,Abuja,Member,Male,Health and beauty,24973.18666302396,8.986268221741863,11237.939301100763,235996.7414120947,1/26/2019,19:14,Epay,224758.8001422558,4.760283174075493,11237.940635465451,3.9957895637641885
222-42-0244,B,Abuja,Member,Female,Health and beauty,25959.57573452454,8.999364602601288,11681.802023915687,245318.23397640072,1/28/2019,13:53,Card,233636.39416226716,4.79414959051699,11681.82942439416,7.696275281530403
679-22-6530,B,Abuja,Normal,Female,Sports and travel,14623.200263235381,1.9833259849908584,1462.3227612110522,30708.7204317978,1/17/2019,10:01,Card,29246.405946260875,4.753421148514562,1462.3199920551099,4.105012856896209
242-55-6721,B,Abuja,Normal,Male,Home and lifestyle,5817.60463841412,1.9975485366518664,581.7650581768049,12216.961355376732,3/7/2019,11:49,Epay,11635.215777795249,4.758207332223528,581.7733790861993,6.496799143613102
775-72-1988,B,Abuja,Normal,Male,Home and lifestyle,26380.787345348566,5.014922205246363,6595.194526323792,138499.20252209422,1/24/2019,15:05,Epay,131904.00495915898,4.761394370788484,6595.198530681036,8.392789621709854
891-58-8335,B,Abuja,Member,Female,Sports and travel,10659.606271412918,7.008119395582131,3730.86279576213,78348.06415722297,3/11/2019,15:53,Cash,74617.2048140608,4.755484185627556,3730.858523712687,6.5021721695764825
321-49-7382,B,Abuja,Member,Male,Sports and travel,31791.616998693706,1.0003808181402871,1589.5719752199504,33381.18211610483,2/15/2019,17:38,Card,31791.597713708274,4.76241930519384,1589.5816652493202,5.222793681930051
239-36-3640,B,Abuja,Normal,Male,Electronic accessories,16326.001484447543,6.014573425242095,4897.786687863068,102853.7863087756,1/31/2019,13:44,Epay,97956.00420934844,4.784729986258821,4897.806364373286,6.091839133941962
361-59-0574,B,Abuja,Member,Male,Sports and travel,32590.784403340786,7.9985179137164995,13036.322002972714,273762.7062935976,3/15/2019,14:48,Card,260726.41313861377,4.778610307945412,13036.332143789907,6.494746511003947
566-19-5475,B,Abuja,Normal,Male,Fashion accessories,17269.20598732029,6.9849257053034535,6044.227428108252,126928.63768646732,1/7/2019,20:52,Cash,120884.39310213609,4.75471220907586,6044.213591785516,6.215647159031294
871-79-8483,B,Abuja,Normal,Male,Fashion accessories,33886.809736152914,5.008876866316226,8471.701280289406,177905.70877751955,2/25/2019,19:39,Card,169433.99698609655,4.753581003211171,8471.684887799844,4.787910780772618
283-79-9594,B,Abuja,Normal,Female,Food and beverages,17463.62645234311,6.999733439933861,6112.255583724018,128357.48183865863,1/25/2019,13:30,Card,122245.19517546875,4.766991572277913,6112.256427750908,5.187855261426332
510-95-6347,B,Abuja,Member,Female,Food and beverages,17467.183386446955,2.998277537683417,2620.0725077044294,55021.67621481943,3/5/2019,18:17,Epay,52401.57870296947,4.757717645655371,2620.0724217565016,3.995182185162065
156-20-0370,B,Abuja,Normal,Female,Electronic accessories,9162.003251381426,1.0030674633233092,458.102686973133,9620.104419871943,3/10/2019,18:10,Card,9161.987342743221,4.7472595732965095,458.09420478335534,5.095466399876291
692-27-8933,B,Abuja,Normal,Female,Sports and travel,20861.99552248244,5.991670936867272,6258.587456303035,131430.60559229198,2/24/2019,13:02,Cash,125171.99736644783,4.7406736428252,6258.588985578836,5.195895223478754
425-85-2085,B,Abuja,Member,Male,Health and beauty,19749.598150088674,4.983671751187531,4937.390270129929,103685.40218691605,3/29/2019,16:48,Epay,98748.00629746247,4.766712170733497,4937.410595747945,9.786696727810101
359-94-5395,B,Abuja,Normal,Male,Health and beauty,33400.811006208634,0.9948813199751096,1670.0387525150868,35070.85671277705,3/15/2019,10:50,Card,33400.77944450277,4.752908680009057,1670.0657682940741,9.79587882782816
701-69-8742,B,Abuja,Normal,Male,Sports and travel,12373.195493974903,9.98181138237315,6186.600531657897,129918.60069947568,3/16/2019,10:11,Epay,123732.0021602131,4.781005560649493,6186.5986759903735,6.712497523746648
470-31-3286,B,Abuja,Normal,Male,Health and beauty,5335.206968077532,3.004453245314294,800.2812054087146,16805.90269458612,3/1/2019,11:30,Card,16005.600606337526,4.764844253180173,800.3070693581351,8.700641432499207
776-68-1096,B,Abuja,Normal,Male,Home and lifestyle,15883.204349220698,2.9847832100773064,2382.48788597368,50032.09711612467,3/18/2019,13:45,Card,47649.59915564596,4.760426606432574,2382.477324672887,7.911521059965329
560-30-5617,B,Abuja,Normal,Female,Sports and travel,8917.201496790742,4.988021253625658,2229.3081213494684,46815.321220642865,3/24/2019,18:27,Cash,44586.00228462306,4.754203549971701,2229.302604223788,8.489128483643386
743-04-1105,B,Abuja,Member,Male,Health and beauty,34999.186697307436,9.006550043978063,15749.634271197243,330742.4353619328,3/30/2019,14:43,Epay,314992.80764062394,4.753229907956905,15749.64504958719,6.01509469417244
354-25-5821,B,Abuja,Member,Female,Sports and travel,24883.194299609517,6.00367871125646,7464.954030769648,156764.14828633986,2/8/2019,13:03,Cash,149299.209019666,4.766382124452485,7464.960937106088,5.5812221542788185
114-35-5271,B,Abuja,Normal,Female,Electronic accessories,20847.597501972326,8.01307971654777,8339.030312456542,175119.83478098878,2/7/2019,15:06,Cash,166780.79240043572,4.771047248734314,8339.032260290629,8.11353742228137
339-96-8318,B,Abuja,Member,Male,Fashion accessories,29271.60154269971,7.007508592209083,10245.053221120012,215146.25593875267,3/1/2019,19:49,Epay,204901.19553141674,4.764962744298137,10245.059471086637,6.299890101956888
227-78-1148,B,Abuja,Normal,Female,Fashion accessories,26222.39479523706,7.008827903227169,9177.841507728095,192734.62635637273,2/15/2019,12:44,Cash,183556.78887101755,4.766048219336246,9177.854269674943,8.40279423129033
542-41-0513,B,Abuja,Member,Female,Electronic accessories,20696.413760564523,4.009160682624672,4139.2896222471645,86924.89581732452,3/15/2019,11:57,Cash,82785.57317450849,4.763266100283575,4139.268594322205,6.595200848094242
437-58-8131,B,Abuja,Normal,Female,Fashion accessories,26467.1967125917,1.9906388776772268,2646.7262173489707,55581.113393151325,1/15/2019,13:41,Epay,52934.404938011736,4.757559594274836,2646.726412868691,4.596008004769068
545-46-3100,B,Abuja,Member,Female,Electronic accessories,3812.3852723859422,2.9964336526142357,571.8522015654137,12009.06614992888,3/12/2019,13:52,Card,11437.183992794297,4.759737231831293,571.8670366922847,8.693531607304962
563-47-4072,B,Abuja,Normal,Female,Health and beauty,20091.597653287048,6.002658491282518,6027.479181278641,126577.08009017611,1/22/2019,11:52,Cash,120549.5826242372,4.758194295967228,6027.478907582689,9.909625396284405
766-85-7061,B,Abuja,Normal,Male,Health and beauty,31633.202045289996,10.002952854940988,15816.592059009268,332148.6100011609,3/29/2019,10:25,Epay,316332.0003916244,4.774329080952694,15816.602713891618,5.107465125565454
576-31-4774,B,Abuja,Normal,Female,Health and beauty,26427.613714707568,3.003217684153914,3964.1331561979464,83246.94025163446,3/2/2019,13:10,Epay,79282.81010106418,4.783162047124593,3964.1458450564683,3.9955178331225567
582-52-8065,B,Abuja,Normal,Female,Fashion accessories,19551.591477025242,9.005541712175603,8798.220135566595,184762.63811220275,2/22/2019,10:49,Cash,175964.39981795222,4.78266815963827,8798.208649689745,8.90028648724706
214-30-2776,B,Abuja,Member,Female,Electronic accessories,12416.389675277438,4.9916839512096525,3104.0864533345084,65186.10435552766,3/11/2019,19:44,Card,62082.00451802582,4.761273654530384,3104.0957136212855,8.998630805707844
518-71-6847,B,Abuja,Member,Male,Food and beverages,9576.003044595838,5.986498242684659,2872.7886145889825,60328.7966570618,2/26/2019,15:10,Epay,57456.00702668658,4.748148528243412,2872.791877542251,4.905523188906029
152-08-9985,B,Abuja,Member,Male,Health and beauty,23169.602274528384,9.00623444598354,10426.314622167534,218952.71829405305,3/12/2019,12:09,Card,208526.4158060097,4.762096263317908,10426.305587527271,8.605390400011421
283-79-9594,B,Abuja,Normal,Female,Food and beverages,17463.594338811443,6.997888591743155,6112.270793395543,128357.46754917254,1/25/2019,13:30,Card,122245.21231584204,4.768328485389261,6112.259096432252,5.182627738845357
576-31-4774,B,Abuja,Normal,Female,Health and beauty,26427.58801303764,2.9789897652473183,3964.1525457262974,83246.93567178494,3/2/2019,13:10,Epay,79282.80645360978,4.7766105294217605,3964.1310249332864,4.013861025510069
210-57-1719,B,Abuja,Normal,Female,Health and beauty,20966.389804690763,8.996555001838074,9434.889301763484,198132.48019056034,2/5/2019,12:34,Cash,188697.5919510882,4.743593185528071,9434.875989938704,9.693291191046537
349-97-8902,B,Abuja,Member,Male,Food and beverages,20840.387534977475,2.0155571548987927,2084.050026880061,43764.83377771574,1/17/2019,10:37,Epay,41680.81222808621,4.782759133793959,2084.050888976095,8.90494067602265
364-33-8584,B,Abuja,Member,Female,Food and beverages,6346.811015361218,5.001140033582154,1586.690760886832,33320.70075140407,3/8/2019,15:27,Cash,31734.007831610194,4.74924074135475,1586.7232337113107,8.497584232895468
640-49-2076,B,Abuja,Normal,Male,Sports and travel,30160.79526597958,8.011281194589936,12064.324206869223,253350.71731001497,1/10/2019,14:49,Cash,241286.40193418475,4.765921671736147,12064.317900306896,5.107509336712113
219-22-9386,B,Abuja,Member,Male,Sports and travel,35985.60978736707,9.007324186277971,16193.500262796335,340063.90947583894,3/9/2019,17:26,Card,323870.415819664,4.76412759967056,16193.507692041425,4.202179670996353
628-90-8624,B,Abuja,Member,Male,Health and beauty,29728.807685257387,9.993577721467876,14864.4075506451,312152.3968537167,3/14/2019,14:41,Cash,297287.99171853025,4.7503892001227035,14864.397430102368,5.002812910667284
346-84-3103,B,Abuja,Member,Female,Electronic accessories,4759.188865337662,4.997836389734151,1189.7946496970537,24985.8220090351,3/2/2019,19:26,Cash,23795.993468714485,4.76406220747433,1189.8003505163176,4.291562758972607
361-59-0574,B,Abuja,Member,Male,Sports and travel,32590.78586938792,7.9991459368389854,13036.322358682013,273762.7170505081,3/15/2019,14:48,Card,260726.38535128563,4.7439051969278925,13036.326627531542,6.493847628978235
695-51-0018,B,Abuja,Normal,Female,Sports and travel,12542.406891900546,4.0319905285404865,2508.469835805436,52678.09172550641,2/10/2019,18:36,Cash,50169.59886471621,4.7397727841502455,2508.4812172540505,7.408006060349655
305-14-0245,B,Abuja,Member,Female,Home and lifestyle,34016.41650269738,8.013782364141194,13606.566147865675,285737.75461921893,3/3/2019,19:00,Epay,272131.2027925465,4.774740059788059,13606.55898368433,7.521816812651691
533-66-5566,B,Abuja,Normal,Female,Home and lifestyle,18385.19179794553,6.997783895247666,6434.82629459079,135131.2243877226,1/12/2019,11:42,Cash,128696.39692592919,4.772365603652182,6434.826925809983,7.004986862920517
608-27-6295,B,Abuja,Member,Male,Electronic accessories,19040.397712152237,6.015664129964631,5712.120511453162,119954.53155610578,1/19/2019,17:34,Card,114242.41538291486,4.76174612764922,5712.1249944816855,9.802873157547255
339-12-4827,B,Abuja,Member,Female,Fashion accessories,26625.600460574686,1.0115157970413478,1331.294073164655,27956.893171777916,1/5/2019,11:32,Card,26625.622623704032,4.75941361126355,1331.2784518496603,5.016210922246518
282-35-2475,B,Abuja,Normal,Female,Sports and travel,33591.60958388549,2.017377266230346,3359.170972563833,70542.35977459788,3/25/2019,17:53,Cash,67183.21444295392,4.75294693446747,3359.1630805782306,6.285135013485494
642-30-6693,B,Abuja,Normal,Female,Sports and travel,19623.613255821143,6.004233764127617,5887.067205049426,123628.67059925488,3/17/2019,13:54,Epay,117741.61210080705,4.763585918781716,5887.075615117665,7.786511544140412
359-90-3665,B,Abuja,Member,Female,Fashion accessories,6508.820704018333,4.012369615971543,1301.7538554889354,27336.931311581364,1/14/2019,18:03,Card,26035.193374658815,4.769323517139432,1301.759393259261,9.49785637603741
730-61-8757,B,Abuja,Member,Male,Health and beauty,18406.804521849703,4.011948669547255,3681.3699154407345,77308.55098253798,1/25/2019,10:11,Card,73627.19867616911,4.769511041727123,3681.3724308375226,4.008780080478936
390-80-5128,B,Abuja,Member,Female,Health and beauty,6893.984776857988,1.0248441710918728,344.7035941688124,7238.6860171093085,1/28/2019,17:58,Card,6893.993699079739,4.748857785028468,344.6975903342802,9.498866888511929
280-35-5823,B,Abuja,Member,Female,Home and lifestyle,31219.19585755848,0.9975348360050883,1560.9604058993748,32780.14322804748,1/17/2019,18:45,Epay,31219.19236349783,4.773412920996242,1560.9568620009716,7.916143530694768
458-61-0011,B,Abuja,Normal,Male,Food and beverages,21707.985186203612,3.9910712510373094,4341.603306622024,91173.60428339457,2/20/2019,18:43,Cash,86831.99513594915,4.754151732489183,4341.602292900693,5.7939796888660124
181-82-6255,B,Abuja,Normal,Female,Home and lifestyle,5893.201168308848,5.984090798393673,1767.9466325035992,37127.159749471844,2/8/2019,10:58,Cash,35359.20334542417,4.752228451484171,1767.9524166354195,6.994345787216869
794-32-2436,B,Abuja,Member,Male,Electronic accessories,20041.215509569873,2.002264765893151,2004.1267126035589,42086.525216422975,3/27/2019,15:08,Epay,40082.39727920858,4.761340917682465,2004.1420499768392,5.991650112561764
593-14-4239,B,Abuja,Normal,Female,Home and lifestyle,34365.597556587636,7.987914806422963,13746.254747529398,288671.03760285093,3/5/2019,19:40,Epay,274924.8134794243,4.774881444457635,13746.235185820622,4.68082964612376
632-32-4574,B,Abuja,Normal,Male,Sports and travel,27331.209078262546,7.99961817003847,10932.476415800262,229582.0471639583,3/20/2019,14:14,Cash,218649.58494085007,4.767170009743755,10932.483004769012,5.5116839181141675
191-29-0321,B,Abuja,Member,Female,Fashion accessories,7117.197428919056,10.000961203485504,3558.608242685501,74730.59930910166,2/27/2019,18:57,Card,71171.98915140041,4.7588102478537015,3558.597024453096,5.0036960973205655
875-31-8302,B,Abuja,Normal,Male,Sports and travel,33616.789592289926,1.006682870108189,1680.8397560613214,35297.653388199775,1/3/2019,13:07,Cash,33616.81362887818,4.771344855266221,1680.8261907125006,9.6068659323379
303-96-2227,B,Abuja,Normal,Female,Home and lifestyle,35056.7931314804,9.98164360567006,17528.41446125409,368096.39050213393,3/2/2019,17:16,Epay,350568.0053737398,4.751756510628822,17528.39053860232,4.400643788504953
210-30-7976,B,Abuja,Member,Female,Fashion accessories,8035.199669198866,4.001737250145814,1607.0427334051014,33747.83228866368,3/14/2019,11:16,Epay,32140.801196459717,4.764039832287681,1607.0397468876313,4.104578144423563
817-69-8206,B,Abuja,Normal,Female,Electronic accessories,35902.7983728651,9.006626043666056,16156.26866190704,339281.45263293094,3/2/2019,19:42,Card,323125.1868351062,4.756530129114221,16156.27032719656,6.479250790110549
727-46-3608,B,Abuja,Member,Female,Food and beverages,7203.587949642392,8.99966439599458,3241.6227885192743,68074.00342000068,2/6/2019,15:47,Epay,64832.39816693342,4.748213206235551,3241.6216478932415,4.110059471707437
448-34-8700,B,Abuja,Member,Male,Home and lifestyle,13287.61539737649,7.011035864803708,4650.65886113573,97663.85180641309,2/10/2019,13:51,Epay,93013.19018043778,4.766689080276054,4650.67099702161,6.6957979803364465
457-94-0464,B,Abuja,Member,Male,Electronic accessories,31633.194636726505,8.998415272800134,14234.942661125157,298933.74072163797,1/31/2019,20:32,Epay,284698.80128365353,4.784788647276164,14234.956571652534,5.607153903013765
239-36-3640,B,Abuja,Normal,Male,Electronic accessories,16326.018521189346,6.003669498018964,4897.779487422874,102853.81458713947,1/31/2019,13:44,Epay,97956.00954231826,4.773101347335513,4897.799684330609,6.111415509992703
895-03-6665,B,Abuja,Normal,Female,Fashion accessories,13143.5989103155,9.01132916550543,5914.622442456098,124207.02097791356,2/16/2019,10:52,Cash,118292.39146940518,4.765284938370282,5914.628224708814,4.201483279478089
176-64-7711,B,Abuja,Normal,Male,Food and beverages,11635.209176577664,3.00024024372089,1745.2903002595062,36650.87226889998,3/27/2019,19:11,Card,34905.581325285966,4.770587589857638,1745.2857403252146,4.3039387118531325
559-61-5987,B,Abuja,Normal,Female,Health and beauty,6389.99687690523,1.0060927874204941,319.5119784102215,6709.48810627765,1/14/2019,10:38,Cash,6389.999023691878,4.756798058519231,319.4974213746762,8.602380012528455
227-78-1148,B,Abuja,Normal,Female,Fashion accessories,26222.388773588526,6.993552723744389,9177.819802866994,192734.64774736864,2/15/2019,12:44,Cash,183556.80031908373,4.764002154027289,9177.831074281366,8.406126082223746
868-52-7573,B,Abuja,Normal,Female,Food and beverages,35888.392317503145,4.995332498107531,8972.11337266073,188414.1025952122,1/14/2019,12:09,Cash,179441.9854865994,4.7762641970905495,8972.099460745721,9.892690906308989
505-02-0892,B,Abuja,Member,Male,Health and beauty,15325.193678040694,8.007998533523418,6130.084268712114,128731.68644014145,2/25/2019,14:12,Epay,122601.58763803872,4.759836890883624,6130.089033823146,5.596416433820148
511-54-3087,B,Abuja,Normal,Male,Sports and travel,31841.99686514446,1.0151481536285183,1592.095953930816,33434.07956616872,2/25/2019,16:36,Card,31841.997764500993,4.781804430741506,1592.082768785975,9.503942232017796
176-64-7711,B,Abuja,Normal,Male,Food and beverages,11635.19898026545,2.993165307686979,1745.2911215886575,36650.87026906486,3/27/2019,19:11,Card,34905.61960614446,4.765922323371778,1745.2806728128344,4.303726148407844
149-71-6266,B,Abuja,Member,Male,Sports and travel,28105.198264020295,8.992063725907396,12647.347303987915,265594.15060240956,1/28/2019,12:43,Cash,252946.78899719592,4.756285274989467,12647.327330694918,4.482996879370402
115-99-4379,B,Abuja,Member,Female,Fashion accessories,19702.809793879074,7.0033770930542305,6895.970510643449,144815.57662759797,3/14/2019,19:02,Card,137919.5916921131,4.756734885805445,6895.983191953114,8.499522979689898
794-42-3736,B,Abuja,Normal,Male,Food and beverages,11998.80380472462,2.000048450037733,1199.8814935527507,25197.48327015809,1/26/2019,14:41,Card,23997.59649664478,4.772191654908762,1199.8848481859682,6.4015934621874475
186-79-9562,B,Abuja,Normal,Male,Health and beauty,25837.191035888678,6.994829877627773,9043.033710098385,189903.42531335022,3/29/2019,14:06,Cash,180860.4079045768,4.766079852541578,9042.998899088747,8.897346452351817
692-27-8933,B,Abuja,Normal,Female,Sports and travel,20861.98872709254,5.990943893005858,6258.6221418955865,131430.61766399653,2/24/2019,13:02,Cash,125172.020025747,4.747426713144688,6258.60449097021,5.189381261954797
744-09-5786,B,Abuja,Normal,Male,Electronic accessories,7923.590883359401,6.003616397604371,2377.0817192147397,49918.69154103141,1/2/2019,18:50,Cash,47541.59336376681,4.767278997784098,2377.073648788848,7.596622673651844
305-89-2768,B,Abuja,Member,Female,Home and lifestyle,7883.992607356325,3.001436607946523,1182.5951144747944,24834.581473332146,1/9/2019,18:43,Epay,23651.995973674024,4.7627843569400845,1182.611021894197,4.692327185094881
284-34-9626,B,Abuja,Normal,Female,Home and lifestyle,27734.39240560068,3.009604490936227,4160.1656212846365,87363.37103055825,2/11/2019,10:39,Card,83203.1931463027,4.74867402882424,4160.17307330147,7.208024917688315
853-23-2453,B,Abuja,Member,Male,Health and beauty,27266.411511898776,4.000968614677905,5453.285563791054,114518.88400441813,2/14/2019,14:35,Cash,109065.62019071609,4.776863158217271,5453.276401687713,7.597237651117189
857-67-9057,B,Abuja,Normal,Male,Electronic accessories,8262.020024079835,9.99813441135664,4130.994580392354,86751.00951412097,2/6/2019,19:20,Epay,82619.98873671291,4.781127172556587,4131.002200604555,8.20052527342962
729-06-2010,B,Abuja,Member,Male,Health and beauty,28969.200101115286,9.005280008236054,13036.140121782295,273758.9533013588,1/6/2019,11:18,Cash,260722.81644641352,4.77144324180687,13036.147375347724,9.189057417421902
649-29-6775,B,Abuja,Normal,Male,Fashion accessories,12067.191704103476,1.0118977603297918,603.3539712544865,12670.548358048114,2/8/2019,15:31,Cash,12067.197242306744,4.763658110629245,603.3674029287623,6.697787277578717
490-95-0021,B,Abuja,Member,Female,Food and beverages,11955.5865503933,10.01622183548837,5977.7889558412035,125533.80036630787,1/8/2019,14:25,Epay,119555.99937887667,4.767507307570066,5977.793666667359,5.983264912723361
115-99-4379,B,Abuja,Member,Female,Fashion accessories,19702.794988979836,7.009920906090141,6895.98666467212,144815.57827445556,3/14/2019,19:02,Card,137919.59780438343,4.748193238022404,6895.979899373814,8.488915955322343
346-84-3103,B,Abuja,Member,Female,Electronic accessories,4759.196324822015,5.022931156752325,1189.7958260313542,24985.79288714613,3/2/2019,19:26,Cash,23795.996822300738,4.763264227502173,1189.8049812246613,4.301741444751377
539-21-7227,B,Abuja,Normal,Female,Sports and travel,18554.401989453505,4.98560961075623,4638.589166686693,97410.61121839705,1/26/2019,17:45,Cash,92772.00074004894,4.747214261399007,4638.609592776608,4.199130552050933
388-76-2555,B,Abuja,Normal,Male,Sports and travel,4928.389595271171,6.001381277488772,1478.542025965086,31048.91857817081,2/13/2019,13:59,Cash,29570.394347380578,4.765767450853834,1478.5140759024207,6.286735924257496
286-62-6248,B,Abuja,Normal,Male,Fashion accessories,14115.612555653386,3.9788316227586207,2823.1403883461585,59285.505317273986,1/16/2019,20:03,Card,56462.39756673227,4.763685672020382,2823.1159409984207,8.99170582481186
834-45-5519,B,Abuja,Normal,Female,Electronic accessories,15480.012399989091,3.9734680184768987,3096.0020135583227,65015.99159597347,1/31/2019,20:48,Epay,61919.98874030416,4.764205244398788,3095.99600076337,7.598685987470036
